t,raw,filtered
0.878000,0.851417,0.749951
0.879000,0.929802,0.785921
0.880000,1.067668,0.842271
0.881000,1.346098,0.943036
0.882000,0.784226,0.911274
0.883000,0.810212,0.891062
0.884000,0.862214,0.885292
0.885000,1.286675,0.965569
0.886000,1.563696,1.085194
0.887000,1.032402,1.074636
0.888000,0.367047,0.933118
0.889000,0.550606,0.856616
0.890000,0.750089,0.835310
0.891000,0.770878,0.822424
0.892000,0.759926,0.809924
0.893000,0.849771,0.817894
0.894000,0.716265,0.797568
0.895000,1.114802,0.861015
0.896000,0.606984,0.810209
0.897000,0.579501,0.764067
0.898000,1.026106,0.816475
0.899000,0.477504,0.748681
0.900000,-0.883092,0.422326
0.901000,-0.907431,0.156375
0.902000,-0.926676,-0.060235
0.903000,-0.361714,-0.120531
0.904000,-0.996451,-0.295715
0.905000,-0.181911,-0.272954
0.906000,-0.877418,-0.393847
0.907000,-1.221302,-0.559338
0.908000,-0.861467,-0.619764
0.909000,-1.261070,-0.748025
0.910000,-1.225527,-0.843525
0.911000,-0.942693,-0.863359
0.912000,-0.950882,-0.880864
0.913000,-1.348454,-0.974382
0.914000,-0.893990,-0.958303
0.915000,-0.852748,-0.937192
0.916000,-0.759321,-0.901618
0.917000,-1.002979,-0.921890
0.918000,-0.708528,-0.879218
0.919000,-1.626043,-1.028583
0.920000,-1.095372,-1.041941
0.921000,-1.198298,-1.073212
0.922000,-0.846675,-1.027905
0.923000,-1.009631,-1.024250
0.924000,-0.859636,-0.991327
0.925000,-0.235348,-0.840131
0.926000,-0.860705,-0.844246
0.927000,-0.714059,-0.818209
0.928000,-0.952124,-0.844992
0.929000,-0.915483,-0.859090
0.930000,-0.998195,-0.886911
0.931000,-0.927306,-0.894990
0.932000,-0.767965,-0.869585
0.933000,-0.667585,-0.829185
0.934000,-1.097325,-0.882813
0.935000,-1.023136,-0.910878
0.936000,-1.535471,-1.035796
0.937000,-1.188166,-1.066270
0.938000,-0.835470,-1.020110
0.939000,-0.802013,-0.976491
0.940000,-0.936517,-0.968496
0.941000,-0.672278,-0.909253
0.942000,-0.735213,-0.874445
0.943000,-0.478105,-0.795177
0.944000,-0.722981,-0.780738
0.945000,-0.906709,-0.805932
0.946000,-0.709036,-0.786553
0.947000,-1.717375,-0.972717
0.948000,-0.767577,-0.931689
0.949000,-2.032720,-1.151895
0.950000,-1.517039,-1.224924
0.951000,-0.926273,-1.165194
0.952000,-0.974298,-1.127015
0.953000,-1.510532,-1.203718
0.954000,-1.403842,-1.243743
0.955000,-0.788838,-1.152762
0.956000,-1.335420,-1.189294
0.957000,-0.488927,-1.049220
0.958000,-1.118133,-1.063003
0.959000,-0.939393,-1.038281
0.960000,-0.514938,-0.933612
0.961000,-0.898888,-0.926667
0.962000,-1.183146,-0.977963
0.963000,-0.871115,-0.956594
0.964000,-0.820472,-0.929369
0.965000,-1.209422,-0.985380
0.966000,-0.886538,-0.965611
0.967000,-1.060854,-0.984660
0.968000,-0.605136,-0.908755
0.969000,-0.927813,-0.912567
0.970000,-1.084839,-0.947021
0.971000,-1.093658,-0.976349
0.972000,-1.050620,-0.991203
0.973000,-0.976759,-0.988314
0.974000,-1.490125,-1.088676
0.975000,-1.512476,-1.173436
0.976000,-0.858808,-1.110511
0.977000,-1.285504,-1.145509
0.978000,-1.542610,-1.224929
0.979000,-0.928660,-1.165676
0.980000,-0.860989,-1.104738
0.981000,-1.397411,-1.163273
0.982000,-0.813598,-1.093338
0.983000,-0.617522,-0.998175
0.984000,-0.697473,-0.938034
0.985000,-0.610406,-0.872509
0.986000,-1.231069,-0.944221
0.987000,-0.738885,-0.903154
0.988000,-0.973229,-0.917169
0.989000,-1.083034,-0.950342
0.990000,-0.738833,-0.908040
0.991000,-0.618021,-0.850036
0.992000,-0.579246,-0.795878
0.993000,-0.767361,-0.790175
0.994000,-1.223132,-0.876766
0.995000,-1.094184,-0.920250
0.996000,-0.960164,-0.928233
0.997000,-1.125450,-0.967676
0.998000,-1.078328,-0.989806
0.999000,-0.814677,-0.954781
